投诉品牌,投诉车系,投诉车型,问题简述,典型问题,典型问题2,典型问题4
一汽-大众奥迪,奥迪A3,2020款 Sportback 35 TFSI 进取型 国VI,一汽大众奥迪A3自动启停报警 转向失灵导致事故,转向系统,失灵,发动机启停系统故障
上汽通用别克,昂科拉GX,2020款 20T CVT 两驱 豪华型,别克昂科拉GX刹车异响 店内强制购险,制动系统,异响,服务收费
一汽-大众捷达,捷达VS5,2019款 280TSI 自动 进取型,捷达VS5原地转向异响 右前减震器颠簸异响,转向系统,异响,减震器异响
广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度车身生锈希望尽快处理,车身附件及电器,车身生锈,
上汽通用凯迪拉克,凯迪拉克XT5,2018款 25T 两驱 技术型,凯迪拉克XT5流媒体后视镜出现严重模糊,车身附件及电器,后视镜故障,
长安福特,锐际,2020款 EcoBoost 245 两驱 聪慧嘉享款,长安福特锐际变速箱顿挫座椅异响严重,变速器,异响,顿挫
一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳大灯发白 亮度不足,车身附件及电器,车灯不亮,
广汽三菱,欧蓝德,2020款 2.4L 四驱 致享版 5座,广汽三菱欧蓝德方向盘抖动 发动机噪音大,发动机,噪音大,抖动
广汽菲克菲亚特,菲翔,2012款 1.4T 自动 劲享版,广汽菲亚特菲翔里程表闪烁无时间显示,车身附件及电器,仪表故障,
长安福特,锐际,2020款 EcoBoost 245 两驱 聪慧悦享款,长安福特锐际停放几天后远程启动无法使用,车身附件及电器,电瓶故障,车载互联故障
上汽通用五菱,宝骏310W,2017款 1.5L 手动 时尚型 国VI,宝骏310W出现交通事故气囊未弹开,车身附件及电器,气囊未弹开,
长安福特,锐际,2020款 EcoBoost 245 四驱 嘉享款,长安福特锐际左侧行车灯模块损坏,车身附件及电器,车灯模块故障,
东风日产,逍客,2019款 2.0L CVT 豪华版,东风日产逍客怠速突然升高 故障灯亮,发动机,故障灯亮,
北京现代,名图,2016款 1.8L 自动 智能型GLS,北京现代名图主驾驶遮阳板断裂希望厂家处理,车身附件及电器,部件开裂,
吉利汽车,博越,2016款 1.8TD 自动 两驱 智尊型,吉利博越发动机拉缸希望厂家质保处理,发动机,异响,拉缸
长安汽车,长安欧尚A600,2016款 1.5L 豪华型 7座,长安欧尚A600漆面起泡 车身锈穿,车身附件及电器,车身生锈,漆面起泡开裂
一汽-大众,高尔夫·嘉旅,2020款 280TSI 自动 好奇型,一汽大众高尔夫嘉旅颠簸路段车窗异响,车身附件及电器,门窗异响,
吉利汽车,缤越,2020款 PRO 240T DCT 猎手,吉利缤越4S店贷款购车月供金额有欺诈嫌疑,,服务收费,
奇瑞汽车,捷途X70 PLUS,2021款 1.6T DCT 地 7座,捷途X70 PLUS远光灯亮度不足护板脱落,车身附件及电器,车灯不亮,车身装饰脱落
奇瑞汽车,捷途X70 PLUS,2021款 1.6T DCT 地 7座,捷途X70 PLUS远光灯亮度不足护板脱落,车身附件及电器,车灯不亮,车身装饰脱落
奇瑞汽车,捷途X70 PLUS,2021款 1.6T DCT 地 7座,捷途X70 PLUS远光灯亮度不足护板脱落,车身附件及电器,车灯不亮,车身装饰脱落
奇瑞汽车,捷途X70 PLUS,2021款 1.6T DCT 地 7座,捷途X70 PLUS远光灯亮度不足护板脱落,车身附件及电器,车灯不亮,车身装饰脱落
奇瑞汽车,捷途X70 PLUS,2021款 1.6T DCT 地 7座,捷途X70 PLUS远光灯亮度不足护板脱落,车身附件及电器,车灯不亮,车身装饰脱落
奇瑞汽车,捷途X70 PLUS,2021款 1.6T DCT 地 7座,捷途X70 PLUS远光灯亮度不足护板脱落,车身附件及电器,车灯不亮,车身装饰脱落
奇瑞汽车,捷途X70 PLUS,2021款 1.6T DCT 地 7座,捷途X70 PLUS远光灯亮度不足护板脱落,车身附件及电器,车灯不亮,车身装饰脱落
奇瑞汽车,捷途X70 PLUS,2021款 1.6T DCT 地 7座,捷途X70 PLUS远光灯亮度不足护板脱落,车身附件及电器,车灯不亮,车身装饰脱落
北京奔驰,奔驰GLC,2021款 GLC 260 L 4MATIC 动感型,北京奔驰GLC发动机启动困难希望换车,发动机,无法启动,
一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾刹车盘异常磨损异响 刹车软,制动系统,异响,刹车偏软
吉利汽车,帝豪,2018款 1.5L CVT 向上互联版,吉利帝豪变速箱漏油 内饰异响 打方向异响,变速器,漏油,异响
一汽-大众,一汽-大众CC,2021款 330TSI 上市特别版,一汽大众CC新车发动机抱瓦异响抖动,发动机,异响,抖动
上汽通用别克,君越,2016款 28T 自动 豪华型,别克君越车门锁故障要求免费维修,车身附件及电器,中控锁故障,
东风雪铁龙,雪铁龙C4L,2015款 1.2T 自动 尊贵版,东风雪铁龙C4L召回更换正时皮带后烧机油,发动机,烧机油,其他
上汽大众斯柯达,明锐,2019款 1.5L 自动 智行豪华版 国VI,斯柯达明锐发动机爆震 敲缸严重,发动机,异响,爆震
东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客漆面起泡疑似出售问题车,车身附件及电器,漆面起泡开裂,销售欺诈
东风日产,奇骏,2019款 2.0L CVT 舒适版 5座 2WD,东风日产奇骏排气管冒黑烟变速箱顿挫,发动机,排气故障,顿挫
一汽海马,福美来,2017款 1.6L 自动 豪华型,一汽海马福美来发动机异响厂家拒绝质保,发动机,异响,承诺不兑现
一汽-大众,迈腾,2019款 330TSI DSG 豪华型 国V,一汽大众迈腾变速箱故障要求延长质保,变速器,电脑板故障,
江淮汽车,瑞风S4,2020款 1.5T CVT 超越型,江淮瑞风S4发动机噪音大希望处理,发动机,噪音大,
广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,广汽丰田凯美瑞底盘生锈 天窗异响,发动机,漏油,车身生锈
长安汽车,逸动,2020款 PLUS 蓝鲸NE 1.4T GDI DCT 尊贵型,长安逸动底盘和后车门异响售后未解决问题,前后桥及悬挂系统,底盘异响,门窗异响
东风日产,轩逸,2018款 1.6XV CVT 尊享版,东风日产轩逸变速箱顿挫异响希望厂家处理,变速器,异响,顿挫
一汽-大众奥迪,奥迪Q5,2015款 40 TFSI 舒适型 5座,一汽大众奥迪Q5水泵节温器漏水有缺陷,发动机,漏防冻液,
一汽-大众奥迪,奥迪A4L,2020款 40 TFSI 豪华动感型,一汽大众奥迪A4L前大灯内部出现熔化痕迹,车身附件及电器,灯罩裂纹或变形,
一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹中控异响 AB柱异响,车身附件及电器,车身异响,中控台异响
上汽大众,途观,2016款 280TSI 自动 两驱 丝绸之路风尚版,上汽大众途观底盘异响严重影响驾驶,前后桥及悬挂系统,底盘异响,
北京现代,菲斯塔,2019款 280TGDi 智速版 国V,北京现代菲斯塔方向盘异响希望厂家处理,转向系统,异响,
华晨鑫源,小海狮X30,2020款 1.5L 超享型 国VI SWC15M,金杯小海狮X30发动机第四缸缺缸,发动机,抖动,
上汽通用五菱,宝骏530,2020款 1.5T CVT 尊贵互联型 6座,宝骏530发动机故障灯亮希望厂家处理问题,发动机,故障灯亮,
一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯透镜变白通透性差车灯不亮,车身附件及电器,车灯不亮,
长安福特,锐界,2016款 EcoBoost 245 两驱 精锐型,长安福特锐界行驶中右前半轴异响,前后桥及悬挂系统,底盘异响,
一汽-大众,宝来,2016款 1.6L 手动 舒适型,一汽大众宝来车内异味严重无法去除,车身附件及电器,车内异味,
东风日产,奇骏,2014款 2.0L XE CVT 两驱 时尚版,东风日产奇骏变速箱故障车辆无法行驶,变速器,电脑板故障,
东风本田,本田XR-V,2020款 220 TURBO CVT 豪华版,东风本田XR-V发动机漏油厂家不解决,发动机,漏油,
东风本田,本田XR-V,2020款 220 TURBO CVT 豪华版,东风本田XR-V发动机漏油厂家不解决,发动机,漏油,
东风本田,本田XR-V,2020款 220 TURBO CVT 豪华版,东风本田XR-V发动机漏油厂家不解决,发动机,漏油,
东风本田,本田XR-V,2020款 220 TURBO CVT 豪华版,东风本田XR-V发动机漏油厂家不解决,发动机,漏油,
东风本田,本田XR-V,2020款 220 TURBO CVT 豪华版,东风本田XR-V发动机漏油厂家不解决,发动机,漏油,
东风本田,本田XR-V,2020款 220 TURBO CVT 豪华版,东风本田XR-V发动机漏油厂家不解决,发动机,漏油,
东风本田,本田XR-V,2020款 220 TURBO CVT 豪华版,东风本田XR-V发动机漏油厂家不解决,发动机,漏油,
东风本田,本田XR-V,2020款 220 TURBO CVT 豪华版,东风本田XR-V发动机漏油厂家不解决,发动机,漏油,
广汽丰田,YARiS L 致享,2017款 1.5E CVT 魅动版,广汽丰田致享行驶中发动机异响严重,发动机,异响,
上汽集团,荣威RX5新能源,2017款 ERX5 EV400 电动互联网至尊版,上汽荣威RX5新能源续航里程不足倒车影像卡顿,车身附件及电器,影音系统故障,动力电池故障
东风标致,标致408,2014款 1.8L 自动 豪华版,东风标致408发动机烧机油减震器异响,发动机,烧机油,减震器异响
北京现代,索纳塔,2020款 270TGDi GLS DCT 精英版,北京现代索纳塔发动机漏油存在质量问题,发动机,漏油,
广汽本田,雅阁,2018款 260TURBO 精英版 国V,广汽本田雅阁发动机漏油希望厂家处理,发动机,漏油,冷却系统故障
上汽大众斯柯达,柯珞克,2019款 TSI280 智行豪华版 国V,斯柯达柯珞克购车置换补贴没有兑现,,承诺不兑现,
广汽丰田,凯美瑞,2015款 2.0G 自动 领先版,广汽丰田凯美瑞驱动半轴胶套漏油,前后桥及悬挂系统,半轴渗油,
一汽-大众捷达,捷达VS5,2019款 280TSI 自动 悦享型,一汽大众捷达VS5中控仪表盘存在有异响,车身附件及电器,中控台异响,
BEIJING汽车,BEIJING-X7,2020款 1.5TD DCT 致潮版,BEIJING-X7方向盘语音按键无法使用,车身附件及电器,影音系统故障,
上汽通用五菱,宝骏530,2018款 1.5T 手动 舒适型 国V,宝骏530发动机热车怠速异响严重,发动机,异响,
上汽通用雪佛兰,科鲁兹,2013款 1.6L SL 手动 天地版,雪佛兰科鲁兹机油散热器漏油造成冷冻液乳化,发动机,冷却系统故障,
东风小康,风光580,2018款 1.5T 手动 豪华型,东风风光580电瓶亏电4S店无法处理,车身附件及电器,电瓶故障,
长城汽车,哈弗F7,2020款 2.0T 两驱 i范,哈弗F7变速箱电子挡杆出现多次无法换挡,变速器,无法换挡,
江淮汽车,瑞风S2,2015款 1.5L CVT 豪华智能型,江淮瑞风S2方向盘卡滞行驶中有异响,转向系统,卡滞,
上汽大众,帕萨特新能源,2019款 430PHEV 混动 豪华版,上汽大众帕萨特新能源变速箱机电单元故障,变速器,电脑板故障,
一汽-大众,速腾,2021款 280TSI DSG 豪华智联版,一汽大众速腾发动机异响售后未解决问题,发动机,异响,
广汽乘用车,传祺GS4,2015款 200T G-DCT 尊贵版,广汽传祺GS4安全气囊报警4S店无法解决,车身附件及电器,气囊故障,人员技术
奇瑞汽车,艾瑞泽5,2016款 1.5L 手动 领锐版,奇瑞艾瑞泽5减震异响车内棚顶有水印,前后桥及悬挂系统,减震器异响,车身漏水
一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾变速箱处于紧急运行模式,变速器,故障灯亮,滑阀箱故障
长安汽车,长安UNI-T,2020款 1.5T 尊贵型,长安UNI-T刹车异响希望厂家处理问题,制动系统,异响,
一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳颗粒捕捉器堵塞造成油耗偏高,发动机,排气故障,
一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳发动机异响 启停系统故障,发动机,异响,座椅故障
东风日产,启辰T70,2018款 2.0L CVT 睿趣版,东风启辰T70因电路问题着火自燃,车身附件及电器,车辆自燃,
长城汽车,哈弗H6,2017款 1.5T 自动 两驱 智尚型 换代 红标,哈弗H6前轮半轴漏油要求免费维修,前后桥及悬挂系统,半轴渗油,
北京现代,北京现代ix25,2020款 1.5L CVT DLX尊贵型,北京现代ix25新车出现2次电瓶亏电,车身附件及电器,电瓶故障,
奇瑞汽车,瑞虎3x,2018款 1.5L 自动 精英版,奇瑞瑞虎3x全车断电存在严重安全隐患,车身附件及电器,电路故障,
长城汽车,WEY VV6,2019款 2.0T 两驱 超豪型 国VI,WEY VV6下摆臂异响厂家拒绝更换,前后桥及悬挂系统,下摆臂故障,服务态度
长城汽车,WEY VV6,2019款 2.0T 两驱 超豪型 国VI,WEY VV6下摆臂异响厂家拒绝更换,前后桥及悬挂系统,下摆臂故障,服务态度
长城汽车,WEY VV6,2019款 2.0T 两驱 超豪型 国VI,WEY VV6下摆臂异响厂家拒绝更换,前后桥及悬挂系统,下摆臂故障,服务态度
长城汽车,WEY VV6,2019款 2.0T 两驱 超豪型 国VI,WEY VV6下摆臂异响厂家拒绝更换,前后桥及悬挂系统,下摆臂故障,服务态度
长城汽车,WEY VV6,2019款 2.0T 两驱 超豪型 国VI,WEY VV6下摆臂异响厂家拒绝更换,前后桥及悬挂系统,下摆臂故障,服务态度
长城汽车,WEY VV6,2019款 2.0T 两驱 超豪型 国VI,WEY VV6下摆臂异响厂家拒绝更换,前后桥及悬挂系统,下摆臂故障,服务态度
长城汽车,WEY VV6,2019款 2.0T 两驱 超豪型 国VI,WEY VV6下摆臂异响厂家拒绝更换,前后桥及悬挂系统,下摆臂故障,服务态度
长城汽车,WEY VV6,2019款 2.0T 两驱 超豪型 国VI,WEY VV6下摆臂异响厂家拒绝更换,前后桥及悬挂系统,下摆臂故障,服务态度
长安福特,翼搏,2016款 1.5L  自动 运动典藏版,长安福特翼搏发动机故障灯亮抖动无法加速,发动机,异响,抖动
广汽丰田,雷凌,2019款 185T CVT 豪华版 国VI,广汽丰田雷凌车身B柱装饰板开胶变形,车身附件及电器,车身装饰脱落,
一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,一汽丰田亚洲龙机油乳化增多存在质量问题,发动机,机油增多,机油乳化
一汽-大众,迈腾,2017款 330TSI DSG 领先型,一汽大众迈腾变速箱无奇数挡存在质量问题,变速器,无法换挡,滑阀箱故障
长城汽车,哈弗F7,2019款 1.5T 两驱 i潮,哈弗F7质保期内电动座椅齿轮损坏售后未解决,车身附件及电器,座椅故障,
长安福特,翼虎,2017款 EcoBoost 180 两驱 精翼型,长安福特翼虎车内异味希望厂家处理问题,车身附件及电器,车内异味,
上汽大众,途观L,2019款 330TSI 自动 两驱 全景舒适版 国VI,上汽大众途观L变速箱异响希望尽快处理,变速器,异响,
广汽本田,锋范,2017款 1.5L CVT 舒适版,广汽本田锋范冷车启动时发动机异响严重,发动机,异响,
上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸油门踏板震动车内噪音大,发动机,油门故障,
一汽-大众,宝来,2016款 1.6L 手动 舒适型,一汽大众宝来车身生锈刹车与方向机异响,转向系统,异响,异响
广汽丰田,凯美瑞,2007款 240G 豪华版,?广汽丰田凯美瑞仪表台开裂老化严重,车身附件及电器,仪表台开裂,
长安福特,福克斯,2012款 1.6 自动 舒适 三厢,长安福特福克斯变速箱缺陷挡位丢失,变速器,脱挡,
北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜升级后出现动力下降噪音大,发动机,机油增多,噪音大
东风日产,天籁,2021款 2.0L XL 舒适版,东风日产天籁前挡玻璃有裂痕希望厂家处理,车身附件及电器,玻璃开裂,
上汽大众,途观L,2017款 380TSI 四驱 旗舰版,上汽大众途观L变速箱处于紧急运行模式,变速器,顿挫,故障灯亮
一汽丰田,卡罗拉,2021款 1.2T S-CVT 先锋版,一汽丰田卡罗拉变速箱顿挫异响严重,变速器,异响,顿挫
海马汽车,海马S5,2018款 1.5T CVT 旗舰型,海马S5中控黑屏360倒车影像有误差,车身附件及电器,影音系统故障,
长安福特,锐际,2020款 EcoBoost 245 四驱 嘉享款,长安福特锐际4S店未使用厂家规定机油,,其他,
北京现代,领动,2018款 1.4T 双离合 炫动·活力型,北京现代领动更换转向柱后异响未能解决,转向系统,异响,
东风本田,艾力绅,2019款 2.0L 混动至尊版,东风本田艾力绅行驶中深踩油门排放报警,发动机,故障灯亮,
奇瑞汽车,艾瑞泽GX,2018款 1.5T 手动 型色版,奇瑞艾瑞泽GX右前大灯远光出现黑线,车身附件及电器,车灯不亮,
长安福特,蒙迪欧,2018款 EcoBoost 200 时尚型,长安福特蒙迪欧发票时间提前导致脱保,,服务态度,服务流程不完善
一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳颗粒捕捉器堵塞油耗增加,发动机,油耗高,排气故障
